Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
heart,0.762707287,245.4,0.712877437,70.07974308,263.95,370.26,146.22,53.75978739,0.934667139,0.929721538,0.517776204,0.712877437,1.150774246,0.595843521,0.968745726,0.577220864,0.520517029,282.4,141.65,76.11,77.12165759
heart,0.7344261,159.8,0.646636983,72.72255672,164.11,253.79,93.43,60.365254,0.88046569,0.973737128,0.501260797,0.646636983,1.166395494,0.584668335,1.134753291,0.663454318,0.516536444,186.39,106.02,48.26,74.25135116
heart,0.716465478,276.22,0.664425575,60.94812009,304.38,458.11,159.11,48.05479593,0.927365791,0.907484066,0.484766315,0.664425575,1.188255738,0.576026356,1.129344479,0.650532184,0.528250896,328.22,179.69,84.05,74.91013064
heart,0.765875504,70.41,0.721182266,58.76481846,80.52,111.65,39.81,44.62388431,0.941644252,0.874441133,0.465559584,0.721182266,1.214458174,0.565402642,1.090680733,0.616673768,0.537050992,85.51,43.42,21.38,69.34989519
heart,0.806098774,144.12,0.725318434,66.46802135,153.18,211.19,79.03,55.70185329,0.899788534,0.940853897,0.464226974,0.725318434,1.181237857,0.548362476,1.121093256,0.614765473,0.519423004,170.24,88.6,41.05,73.23325485
heart,0.811008353,141.06,0.748210024,67.21942873,150.48,201.12,79.03,54.86364485,0.922567592,0.937400319,0.484519649,0.748210024,1.156316461,0.560258046,1.110970518,0.622430172,0.518916867,163.11,87.8,41.01,74.80001162
heart,0.777668853,191.85,0.708572781,66.31404147,209.61,295.82,107.47,52.8864952,0.91114975,0.915271218,0.467159313,0.708572781,1.199113891,0.560177222,1.041686052,0.583528799,0.523122732,230.05,111.95,56.22,72.48184684
heart,0.76249896,151.85,0.699068297,62.29677182,168.07,240.42,86.47,48.99363589,0.916812132,0.903492592,0.47168885,0.699068297,1.207243991,0.56944353,1.12917775,0.643002963,0.52249335,183.32,97.64,45.18,72.35469465
heart,0.777667407,112,0.673483698,68.71475474,115.26,171.14,61,58.65406495,0.866030506,0.97171612,0.458336464,0.673483698,1.188303571,0.544642857,1.182131148,0.643839286,0.508196721,133.09,72.11,31,71.90164131
heart,0.659509449,206.06,0.587615601,61.05393102,219.21,373.05,125.04,44.65137025,0.890988904,0.940011861,0.508230704,0.587615601,1.193972629,0.606813549,1.131078055,0.686353489,0.54390595,246.03,141.43,68.01,74.6684221
heart,0.803857796,439.22,0.742738456,65.47715112,461.3,621.08,252.16,53.62667689,0.923967472,0.95213527,0.5050675,0.742738456,1.136696872,0.574108647,1.066822652,0.61247211,0.52403236,499.26,269.01,132.14,77.93448169
heart,0.783682657,225.11,0.717296618,64.78471137,245.38,342.09,127.06,51.70608323,0.915289642,0.917393431,0.473945317,0.717296618,1.190928879,0.564435165,1.073508579,0.605925992,0.519518338,268.09,136.4,66.01,71.34188983
heart,0.769560409,143.01,0.730900378,66.6873773,158.62,217.02,82.02,54.05376528,0.949763487,0.901588703,0.491108317,0.730900378,1.167820432,0.573526327,1.058766155,0.607230264,0.512192148,167.01,86.84,42.01,75.27761233
heart,0.724423077,190.01,0.684871795,62.40878487,213.68,312,111.02,48.10560299,0.945403062,0.889226881,0.491195469,0.684871795,1.189516341,0.584285038,1.110070258,0.648597442,0.522518465,226.02,123.24,58.01,75.41083025
heart,0.819389729,191.16,0.772509133,58.28125995,215.7,279.22,106.79,45.47900367,0.942785961,0.886230876,0.466759911,0.772509133,1.196850806,0.558641975,1.066579268,0.595835949,0.528513906,228.79,113.9,56.44,72.81041544
heart,0.74648809,146,0.699677166,68.05645578,160.38,229.22,84.01,55.39617566,0.937291801,0.910337947,0.490970721,0.699677166,1.171986301,0.575410959,1.164147125,0.669863014,0.535769551,171.11,97.8,45.01,74.22966108
heart,0.762245424,99.18,0.708301109,63.53119024,109.9,155.16,56.08,49.51638178,0.929229729,0.902456779,0.474169274,0.708301109,1.192478322,0.56543658,1.1228602,0.634906231,0.518366619,118.27,62.97,29.07,74.4878415
heart,0.797404804,87.09,0.706032285,70.25033164,91.41,129.47,49.09,56.71666983,0.885412631,0.9527404,0.475493995,0.706032285,1.185440349,0.563669767,1.08800163,0.613273625,0.531269098,103.24,53.41,26.08,74.42272126
heart,0.779943287,143.5,0.737993428,68.12178796,163.96,222.17,80.22,56.0334773,0.94621422,0.875213467,0.462950139,0.737993428,1.207526132,0.55902439,1.174021441,0.65630662,0.512465719,173.28,94.18,41.11,72.83506325
heart,0.757513606,319.11,0.681504346,66.98755496,335.6,492.44,184.39,53.18759935,0.899659545,0.950864124,0.494303407,0.681504346,1.168969948,0.577825828,1.097456478,0.634138698,0.523564185,373.03,202.36,96.54,75.10143525
heart,0.774044483,152.16,0.695357374,66.38396527,161.01,231.55,84.15,52.3477218,0.898342911,0.94503447,0.469508453,0.695357374,1.177904837,0.553036278,1.071182412,0.592402734,0.51218063,179.23,90.14,43.1,74.44342068
heart,0.781874826,139.09,0.719473635,61.90476345,154.73,215.06,79.06,48.97476515,0.920190306,0.898920701,0.470175439,0.719473635,1.20892947,0.568408944,1.163926132,0.661586023,0.531874526,168.15,92.02,42.05,72.45998792
heart,0.739257553,138.71,0.688712678,70.55996517,155.47,225.74,79.31,57.48084139,0.931627517,0.892197852,0.475251678,0.688712678,1.203085574,0.571768438,1.146261505,0.65539615,0.531963182,166.88,90.91,42.19,71.18037809
heart,0.797041906,163,0.745275267,60.13760246,181.4,243.4,92.02,48.22245538,0.935051546,0.898566703,0.474329897,0.745275267,1.190184049,0.564539877,1.082808085,0.611288344,0.510867203,194,99.64,47.01,73.59609222
heart,0.700134802,256.28,0.665620787,66.96460912,286.39,430.26,151.16,51.89797711,0.950703758,0.894863647,0.501792591,0.665620787,1.17543312,0.58982363,1.088978566,0.642305291,0.523286584,301.24,164.61,79.1,76.69019717
heart,0.810552393,316,0.768090747,63.64689979,353.46,460.18,182,48.76274937,0.947613941,0.894019125,0.487935657,0.768090747,1.180379747,0.575949367,1.077087912,0.620348101,0.527527473,373,196.03,96.01,74.89848892
heart,0.775233748,86.02,0.639254951,71.56505118,86.83,135.83,46,62.38113193,0.824596391,0.990671427,0.436847104,0.639254951,1.224133922,0.534759358,1.284347826,0.686817019,0.522173913,105.3,59.08,24.02,68.4015656
heart,0.836550837,144.03,0.783387783,60.84837937,158.26,202.02,81.06,48.75978445,0.936449704,0.910084671,0.47964497,0.783387783,1.17336666,0.562799417,1.085245497,0.610775533,0.530594621,169,87.97,43.01,75.62473221
heart,0.719461078,102.04,0.686407186,68.19859051,114.63,167,58,53.13010235,0.954057428,0.890168368,0.482729921,0.686407186,1.17747942,0.568404547,1.120689655,0.637005096,0.517241379,120.15,65,30,73.89707486
heart,0.768684681,349.17,0.71202335,66.35583192,378.12,531.05,197.09,53.77767149,0.92628794,0.923437004,0.482815218,0.71202335,1.169086691,0.564452845,1.079709777,0.609445256,0.52280684,408.21,212.8,103.04,74.26252193
heart,0.800753167,513.97,0.742106233,65.36950815,563.6,759.46,297.89,50.34603012,0.926760285,0.911941093,0.489837866,0.742106233,1.183220811,0.579586357,1.05918292,0.61388797,0.531941321,608.14,315.52,158.46,73.81231163
heart,0.82198488,276,0.759247044,64.43122958,299.28,394.18,158,51.18241684,0.923675195,0.922213312,0.48763927,0.759247044,1.173949275,0.572463768,1.070886076,0.613043478,0.519050633,324.01,169.2,82.01,74.76331877
heart,0.753847356,161.03,0.706194829,64.70503103,180.8,256.02,92.02,51.92323919,0.936787565,0.890652655,0.476787565,0.706194829,1.198534435,0.571446314,1.162790698,0.664472459,0.532601608,193,107,49.01,72.52522574
heart,0.811544462,110.42,0.760124805,59.93452894,121.81,160.25,63.56,45.5368483,0.936639754,0.90649372,0.488735102,0.760124805,1.177775765,0.575620359,0.963184393,0.554428546,0.515418502,130.05,61.22,32.76,74.4575452
heart,0.774019037,483.42,0.706334315,61.58056985,515.73,730.15,275.8,48.1520789,0.912554189,0.937350939,0.488012032,0.706334315,1.169066236,0.57051839,1.041551849,0.594224484,0.530601885,565.15,287.26,146.34,75.56347935
heart,0.731234203,200.09,0.667346752,61.86112169,219.15,328.39,113.07,48.47837508,0.912630658,0.913027607,0.470869945,0.667346752,1.200109951,0.565095707,1.145042894,0.647058824,0.530910056,240.13,129.47,60.03,73.21016963
heart,0.813511976,132.09,0.763023123,67.98431124,147.5,193.31,73.06,56.25136024,0.937937174,0.895525424,0.464580949,0.763023123,1.190551896,0.55310773,1.114152751,0.616246499,0.507117438,157.26,81.4,37.05,73.32662147
heart,0.775822045,258.28,0.672839979,66.30298758,263.76,392.01,148.12,51.30054984,0.867260711,0.979223537,0.487028573,0.672839979,1.17752052,0.573486139,0.956319201,0.548435806,0.52005131,304.13,141.65,77.03,74.63293155
heart,0.771530601,172,0.694677658,70.01487046,182.86,263.23,96,59.56646373,0.90038899,0.940610303,0.472696834,0.694677658,1.180755814,0.558139535,1.152916667,0.643488372,0.5209375,203.09,110.68,50.01,71.50864978
heart,0.844483855,116.04,0.795009785,61.13550065,130,163.52,65.01,48.73719488,0.941415019,0.892615385,0.470779926,0.795009785,1.190020683,0.560237849,1.055222273,0.591175457,0.523150285,138.09,68.6,34.01,74.1471066
heart,0.749001892,507.01,0.672742812,56.52131243,551.01,819.05,287.7,42.93504439,0.89818573,0.92014664,0.468971588,0.672742812,1.209976135,0.567444429,1.079318735,0.612453403,0.532707682,613.47,310.52,153.26,72.56266869
heart,0.730496958,178.18,0.683042225,59.6967111,192.01,281.11,101.08,48.0279371,0.93503774,0.927972501,0.492232773,0.683042225,1.15248625,0.567291503,1.137712703,0.645414749,0.525128611,205.35,115,53.08,77.4046805
heart,0.80286572,216.23,0.761396342,60.61679073,246.03,323.13,119.1,49.46712943,0.948348302,0.87887656,0.459083375,0.761396342,1.199787264,0.550802386,1.106884971,0.609674883,0.52115869,259.43,131.83,62.07,73.04888835
heart,0.815390335,280.02,0.753085502,66.60282274,303.87,403.5,158.01,53.74514449,0.923588949,0.921512489,0.480258959,0.753085502,1.174951789,0.564281123,1.091766344,0.616063138,0.51268907,329.01,172.51,81.01,72.72600109
heart,0.783241515,98.13,0.724818064,61.92031299,106.57,147.03,54.15,52.50933107,0.925408128,0.920803228,0.470215353,0.724818064,1.173545297,0.551819016,1.064265928,0.587282177,0.518374885,115.16,57.63,28.07,73.8793407
heart,0.774011129,219.32,0.691833358,64.84022537,230,332.45,123.79,52.21814162,0.893828696,0.953565217,0.481074149,0.691833358,1.173262812,0.564426409,1.051619678,0.593561919,0.520074319,257.32,130.18,64.38,75.01194629
heart,0.693855004,152.03,0.590689169,61.56145581,155.05,262.49,89,46.62267592,0.851314995,0.980522412,0.488661945,0.590689169,1.197987239,0.585410774,1.068876404,0.625731763,0.528202247,182.13,95.13,47.01,74.11915278
heart,0.760937918,638.02,0.707217886,59.03562981,713.01,1008.19,366.07,44.53006669,0.92940287,0.89482616,0.477169337,0.707217886,1.202423122,0.573759443,1.051656787,0.603398013,0.535416724,767.17,384.98,196,74.33664625
heart,0.814208971,257,0.737980124,69.85212379,274.75,372.3,141.03,58.71561537,0.906376802,0.935395814,0.465245934,0.737980124,1.179494163,0.548754864,1.166205772,0.639961089,0.531872651,303.13,164.47,75.01,73.10339687
heart,0.798880454,404.8,0.709134096,61.65786262,426.92,602.03,223.22,51.31480593,0.88765984,0.948187014,0.46412309,0.709134096,1.188117589,0.551432806,1.07539647,0.593008893,0.518770719,480.95,240.05,115.8,73.4023744
heart,0.756608696,73,0.72426087,65.03486655,83.29,115,42.01,52.62322796,0.957246294,0.876455757,0.482818067,0.72426087,1.191917808,0.575479452,1.085693882,0.624794521,0.523684837,87.01,45.61,22,73.08125211
heart,0.781387705,460.11,0.729090618,60.0005856,501.33,687.61,260.25,48.12501159,0.933071526,0.917778709,0.484375291,0.729090618,1.167742496,0.565625611,1.067089337,0.603573059,0.525225744,537.29,277.71,136.69,75.16042667
heart,0.797950773,181,0.726719347,66.44818604,192.21,264.49,101.6,54.8683562,0.910732054,0.941678373,0.481402511,0.726719347,1.166022099,0.561325967,1.114665354,0.625690608,0.516437008,211.05,113.25,52.47,74.46008763
heart,0.811669883,119,0.75002838,61.57644582,132.14,176.18,65.01,48.73762954,0.924055944,0.900560012,0.454615385,0.75002838,1.201680672,0.546302521,1.083371789,0.591848739,0.507614213,143,70.43,33,72.95347483
heart,0.722679779,146.66,0.653226798,73.61584056,159.42,244.05,83.6,60.20296316,0.90389522,0.919959854,0.474003515,0.653226798,1.20257739,0.57002591,1.20215311,0.685258421,0.521172249,176.37,100.5,43.57,72.12236776
heart,0.788553063,105.22,0.710674331,65.79553934,114.98,161.79,59.54,52.9401084,0.901238439,0.915115672,0.466687569,0.710674331,1.212507128,0.565862003,1.151998656,0.651872268,0.510749076,127.58,68.59,30.41,69.67074509
heart,0.754065724,249.06,0.651575872,65.28625108,252.01,386.77,140.6,53.58354689,0.864083662,0.988294115,0.482084691,0.651575872,1.171002971,0.564522605,1.118136558,0.631213362,0.528662873,291.65,157.21,74.33,73.97220339
heart,0.717805871,169.01,0.676808799,67.00600508,189.52,280.02,100.02,51.13971417,0.942885572,0.891779232,0.49761194,0.676808799,1.189278741,0.591799302,1.082083583,0.640376309,0.520295941,201,108.23,52.04,75.54148844
heart,0.76658697,110.37,0.705439331,69.12601842,118.02,167.3,65.38,54.65233062,0.920233918,0.935180478,0.509785575,0.705439331,1.162000544,0.592371115,1.099265831,0.651173326,0.537320281,128.25,71.87,35.13,76.12914595
heart,0.755965566,245.13,0.681584776,63.03974517,270.78,397.28,139.03,49.37584067,0.901608231,0.905273654,0.462924117,0.681584776,1.225186636,0.567168441,1.185931094,0.67262269,0.525282313,300.33,164.88,73.03,71.73532447
heart,0.76060666,419,0.726196815,63.3069959,477.38,657.37,237,50.11053271,0.95476,0.877707487,0.474,0.726196815,1.193317422,0.565632458,1.097257384,0.620644391,0.531729958,500,260.05,126.02,73.24947105
heart,0.790921865,202.02,0.734910624,63.80942571,224.89,306.01,112,51.99246417,0.929182333,0.898305838,0.462752551,0.734910624,1.198049698,0.554400554,1.150357143,0.637758638,0.526785714,242.03,128.84,59,72.5182107
heart,0.833577154,461.01,0.757520344,60.88628641,497.1,656.22,255,50.40196041,0.908758524,0.927398914,0.466170637,0.757520344,1.18654693,0.553133338,1.156352941,0.639617362,0.529411765,547.01,294.87,135,73.42815117
heart,0.773767566,142.39,0.702252956,54.79696944,157.41,224.15,79.83,44.81925682,0.907576107,0.904580395,0.460274446,0.702252956,1.218063066,0.560643304,1.127395716,0.632066859,0.540774145,173.44,90,43.17,70.71485877
heart,0.751452861,248.45,0.65905342,55.8731763,259.7,394.05,137.52,45.49799389,0.877038938,0.956680786,0.464422005,0.65905342,1.191829342,0.553511773,1.074970913,0.595009056,0.525378127,296.11,147.83,72.25,73.13033223
heart,0.782919463,194.58,0.681174497,54.31012975,202.99,298,106.57,45.19226699,0.870044147,0.958569388,0.456774249,0.681174497,1.199044095,0.547692466,1.114666416,0.610494398,0.519189265,233.31,118.79,55.33,72.78723698
heart,0.767074932,121.2,0.700647163,65.24279184,131,186.97,70.06,51.57485478,0.913401199,0.92519084,0.488495328,0.700647163,1.183333333,0.578052805,1.033399943,0.597359736,0.514701684,143.42,72.4,36.06,74.02227014
heart,0.772549057,687.73,0.715000427,67.77226715,753.16,1053.37,391.45,54.39969099,0.925508123,0.913126029,0.481026813,0.715000427,1.183284138,0.569191398,1.15179461,0.655591584,0.526555116,813.78,450.87,206.12,73.8823469
heart,0.747489083,170.42,0.666084425,65.18445697,183.04,274.8,98.33,51.054761,0.891095857,0.931053322,0.478701134,0.666084425,1.205316277,0.576986269,1.111461405,0.64129797,0.520288823,205.41,109.29,51.16,73.64542563
heart,0.788759105,158.01,0.701650791,69.12329463,162.79,232.01,87.05,56.96344723,0.889562842,0.970637017,0.47568306,0.701650791,1.158154547,0.550914499,1.143825388,0.630149991,0.528546812,183,99.57,46.01,75.65066796
heart,0.777584243,195.02,0.727138742,68.93697648,217.08,298.54,110.02,57.49610198,0.935125355,0.898378478,0.473938141,0.727138742,1.190339452,0.564147267,1.145428104,0.646190134,0.518451191,232.14,126.02,57.04,73.77503329
heart,0.793366406,163.25,0.715837809,72.49646218,174.6,243.91,91.09,60.13520379,0.902278952,0.934994273,0.470725027,0.715837809,1.185359877,0.55797856,1.096278406,0.611699847,0.517071029,193.51,99.86,47.1,72.61057639
heart,0.765478782,167.15,0.71532791,70.83247602,187.28,261.81,93.94,57.72218413,0.934484307,0.892513883,0.468739085,0.71532791,1.198982949,0.562010171,1.145731318,0.643912653,0.52416436,200.41,107.63,49.24,72.49088816
heart,0.779931954,121.59,0.738888589,62.93733041,136.82,185.17,69.26,46.89738711,0.94737571,0.888685865,0.479573466,0.738888589,1.187762151,0.569619212,1.010828761,0.575787483,0.535951487,144.42,70.01,37.12,74.91859954
heart,0.775882825,390.56,0.707714687,61.09901794,423.27,598.08,215.28,50.86612967,0.912141195,0.922720722,0.463925524,0.707714687,1.188140107,0.551208521,1.190078038,0.655981155,0.530286139,464.04,256.2,114.16,71.06840046
heart,0.794382269,155.82,0.711125741,68.65160167,162.03,227.85,89.45,57.17397471,0.89519337,0.961673764,0.494198895,0.711125741,1.161596714,0.574059813,1.090106205,0.625786164,0.528451649,181,97.51,47.27,73.31116266
heart,0.766931829,205.78,0.734763731,60.20500445,231.84,315.53,116.11,48.1214428,0.958056118,0.887594893,0.479813215,0.734763731,1.175964622,0.564243367,1.109465162,0.626008358,0.546981311,241.99,128.82,63.51,74.02439766
heart,0.694656489,77,0.63648855,64.44003483,83.38,131,45.01,49.76364169,0.916263736,0.92348285,0.494615385,0.63648855,1.181818182,0.584545455,1.135081093,0.663506494,0.533214841,91,51.09,24,74.93151184
heart,0.781650726,185.56,0.713071201,65.78680222,201.3,282.3,103.95,53.52552149,0.91226321,0.921808246,0.47108674,0.713071201,1.189157146,0.560196163,1.145550746,0.641733132,0.525156325,220.66,119.08,54.59,72.58444146
heart,0.731691176,169.03,0.652757353,65.71385645,177.55,272,97.01,51.12954645,0.892121395,0.952013517,0.487438448,0.652757353,1.177424126,0.573921789,1.056076693,0.606105425,0.515410782,199.02,102.45,50,74.33954771
heart,0.754342852,152.03,0.704855521,65.78439169,166.36,236.02,86.01,53.49346297,0.934396765,0.913861505,0.483093687,0.704855521,1.171084654,0.565743603,1.095221486,0.61961455,0.523311243,178.04,94.2,45.01,75.54011764
heart,0.798064575,149,0.777380297,66.71009081,169.5,218.04,85,53.93432007,0.974081949,0.879056047,0.488477674,0.777380297,1.167852349,0.570469799,1.091764706,0.622818792,0.529411765,174.01,92.8,45,76.1689034
heart,0.723122987,207.02,0.658550364,62.40993685,233.14,354.02,113.07,50.49138276,0.910703125,0.887964313,0.441679688,0.658550364,1.236595498,0.546179113,1.110904749,0.606752971,0.522508181,256,125.61,59.08,72.91779073
heart,0.795620438,141.69,0.719240494,63.64225323,150.76,209.61,80.4,51.25561838,0.90399952,0.939838153,0.482101097,0.719240494,1.17700614,0.567435952,1.073507463,0.609146729,0.512313433,166.77,86.31,41.19,74.18967567
heart,0.718341051,91.09,0.632105228,59.98214898,94.19,149.01,52.04,47.7632699,0.87995142,0.967087801,0.486173393,0.632105228,1.175101548,0.571303107,1.102613374,0.629926446,0.519215988,107.04,57.38,27.02,74.35775354
heart,0.756700192,223.5,0.72225452,63.34230867,248.47,344.02,130.25,49.03266063,0.954479103,0.89950497,0.500345728,0.72225452,1.164742729,0.582774049,1.01696737,0.592662192,0.530287908,260.32,132.46,69.07,75.50396077
