Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
square,0.812776541,243.2,0.74877816,70.4289285,258.92,345.79,138.08,57.40666376,0.921259562,0.939286266,0.49130048,0.74877816,1.155633224,0.567763158,0.922291425,0.523643092,0.504272885,281.05,127.35,69.63,74.86582035
square,0.839164274,193.02,0.778525011,68.40876333,206.06,264.68,109,56.7266197,0.927738508,0.936717461,0.490747828,0.778525011,1.150709771,0.56470832,0.997981651,0.563568542,0.513853211,222.11,108.78,56.01,74.70329633
square,0.733291369,169.19,0.663457622,63.21309955,179.18,270.07,97.19,48.84428483,0.904766714,0.94424601,0.490759443,0.663457622,1.170518352,0.574442934,0.978804404,0.562267273,0.515382241,198.04,95.13,50.09,76.67120872
square,0.737561966,108.12,0.66660694,74.12689144,111.61,167.43,63.07,61.5749308,0.903797878,0.968730401,0.510729614,0.66660694,1.142156863,0.583333333,1.090851435,0.636330004,0.524179483,123.49,68.8,33.06,75.16200389
square,0.771395849,197.21,0.677344346,73.35496179,195.17,288.14,117.15,58.80891306,0.878076214,1.010452426,0.527061682,0.677344346,1.127072664,0.594036814,0.95655143,0.568226763,0.521297482,222.27,112.06,61.07,77.21271321
square,0.781826583,427.92,0.720754597,75.80940165,452.36,627.62,254.57,61.46361088,0.921885508,0.945972235,0.518800057,0.720754597,1.146686297,0.594900916,1.031268413,0.613502524,0.52732058,490.69,262.53,134.24,76.37949027
square,0.777601271,145.34,0.696304256,69.11419854,149.03,214.03,85.15,55.75885758,0.895451541,0.975239885,0.51162651,0.696304256,1.145108023,0.585867621,1.030064592,0.603481492,0.517909571,166.43,87.71,44.1,76.93613015
square,0.752683081,169.66,0.687578914,69.89444539,174.26,253.44,98.41,56.40424268,0.913503879,0.973602663,0.515883833,0.687578914,1.12436638,0.580042438,0.979575246,0.568195214,0.520678793,190.76,96.4,51.24,79.17655708
square,0.744918447,583.44,0.659248314,68.41256805,584.45,886.54,338.92,54.23503574,0.884993943,0.99827188,0.513204119,0.659248314,1.131907308,0.580899493,0.977929895,0.56807898,0.520506314,660.4,331.44,176.41,78.32324912
square,0.76344717,165.11,0.712005633,65.40624416,182.01,255.63,94.09,51.80259483,0.932619389,0.907147959,0.482117237,0.712005633,1.181999879,0.569862516,1.078860665,0.614802253,0.521203103,195.16,101.51,49.04,73.91432982
square,0.789973194,93.13,0.73346374,71.51317633,101.24,138.03,52.09,60.06848816,0.928466618,0.919893323,0.4777146,0.73346374,1.170836465,0.559325674,1.159915531,0.648770536,0.518717604,109.04,60.42,27.02,74.33509066
square,0.786159309,102.24,0.730488377,66.89156799,109.04,149.27,58.14,54.36276029,0.929186195,0.937637564,0.495440988,0.730488377,1.147789515,0.568661972,1.06381149,0.604949139,0.517199862,117.35,61.85,30.07,76.72063549
square,0.773643352,177.18,0.730505947,70.40118868,191.02,261.49,102.08,57.43740093,0.944241226,0.927546854,0.504597133,0.730505947,1.141776724,0.576137262,1.00862069,0.581103962,0.519592476,202.3,102.96,53.04,78.81671115
square,0.769888854,184.69,0.704603625,61.95388176,200.96,285.21,106.47,48.30500952,0.915201749,0.919038615,0.484880226,0.704603625,1.188911148,0.576479506,1.042922889,0.601223672,0.518737673,219.58,111.04,55.23,73.93277299
square,0.813223443,193.13,0.743186813,77.94805017,202.89,273,114.07,64.51240405,0.913877753,0.951895116,0.513805684,0.743186813,1.149536582,0.59063843,1.047076357,0.618443535,0.51731393,222.01,119.44,59.01,75.09400291
square,0.784022336,149.05,0.716653157,67.45148717,159.14,222.06,85.05,55.1708865,0.914072372,0.936596707,0.488512349,0.716653157,1.168064408,0.570613888,1.077131099,0.614625964,0.529218107,174.1,91.61,45.01,74.57645094
square,0.809983442,544.02,0.732983352,72.12986819,571.06,779.09,310.01,59.65978401,0.904936217,0.952649459,0.491260597,0.732983352,1.159975736,0.569850373,1.10144834,0.627660748,0.51614464,631.05,341.46,160.01,74.92429446
square,0.854203067,77,0.827120947,73.63248168,85.21,103.02,45.01,60.49458096,0.968295455,0.903649806,0.511477273,0.827120947,1.142857143,0.584545455,0.934459009,0.546233766,0.510997556,88,42.06,23,77.19573393
square,0.818220778,190.26,0.702617764,60.23299785,196.74,280.01,103.24,49.59139599,0.858714155,0.967063129,0.450613243,0.702617764,1.20419426,0.54262588,1.100058117,0.596920004,0.523827974,229.11,113.57,54.08,71.0732422
square,0.72724445,160.15,0.674559664,71.82632044,173.49,257.19,93.13,57.59819631,0.927555603,0.92310796,0.497914885,0.674559664,1.167905089,0.581517328,1.068184259,0.621167655,0.526575754,187.04,99.48,49.04,74.83585097
square,0.765284553,84.21,0.743414634,67.38013505,91.44,123,50.09,52.43140797,0.971422501,0.920931759,0.532136407,0.743414634,1.117800736,0.594822468,0.982231982,0.584253652,0.520662807,94.13,49.2,26.08,77.86494463
square,0.865773217,213.85,0.726381182,72.23316502,208.13,286.53,116.52,63.09024557,0.838997057,1.027482823,0.469706131,0.726381182,1.160018705,0.544867898,1.135513217,0.6187047,0.50986955,248.07,132.31,59.41,72.28366067
square,0.793761748,117.21,0.746358083,68.04487874,127.06,170.24,67.19,54.79830603,0.940279731,0.92247757,0.497224895,0.746358083,1.152887979,0.573244604,1.090191993,0.624946677,0.522845662,135.13,73.25,35.13,75.55398109
square,0.786537809,80.5,0.717616141,74.10716902,84.65,117.96,45.28,60.43586189,0.912373356,0.950974601,0.488036215,0.717616141,1.152546584,0.562484472,0.993816254,0.559006211,0.512146643,92.78,45,23.19,77.99467077
square,0.834524017,123.2,0.753673695,75.42044717,129.76,172.17,68.18,65.45254991,0.90311804,0.949445129,0.474526726,0.753673695,1.166233766,0.553409091,1.13200352,0.626461039,0.51525374,143.68,77.18,35.13,72.81626683
square,0.78116819,150.01,0.687223724,68.45557025,160.13,233.01,81,58.48641398,0.87973849,0.936801349,0.445006043,0.687223724,1.213385774,0.539964002,1.164691358,0.628891407,0.50617284,182.02,94.34,41,70.62070077
square,0.775724684,156.05,0.71581169,68.95372285,166.19,232.17,89.02,56.37897538,0.92276513,0.938985499,0.494280955,0.71581169,1.15411727,0.570458186,1.013367783,0.578083947,0.516850146,180.1,90.21,46.01,78.17288413
square,0.79437822,409.03,0.733365076,72.73132908,431.27,588.07,235.02,60.4836451,0.923193835,0.948431377,0.503093225,0.733365076,1.142092267,0.574578882,1.026040337,0.589541109,0.510679942,467.15,241.14,120.02,75.60205636
square,0.854727713,237,0.781133143,67.37664899,248.58,318.23,135,55.05463965,0.913897059,0.953415399,0.496323529,0.781133143,1.147679325,0.569620253,1.039703704,0.592236287,0.518592593,272,140.36,70.01,75.17352003
square,0.756947742,242.07,0.71678351,79.7767124,256.63,358.03,143.03,67.3478338,0.946939227,0.943264622,0.527766503,0.71678351,1.119552196,0.590862147,1.03649584,0.612426158,0.517373977,271.01,148.25,74,77.21466818
square,0.855438345,294.14,0.774631299,70.70879425,302.54,390.56,167.07,59.1746147,0.905537264,0.972235076,0.500059862,0.774631299,1.135853675,0.567994832,1.041479619,0.591555042,0.52085952,334.1,174,87.02,76.52663957
square,0.793287045,192.21,0.741518869,66.96159173,206.12,277.97,111.11,52.66355475,0.934742189,0.93251504,0.503877375,0.741518869,1.147234795,0.578065657,0.992529925,0.573747464,0.523265233,220.51,110.28,58.14,75.46554492
square,0.697505888,194.09,0.621112386,55.99035519,205.7,331.18,112.16,43.42401204,0.89047619,0.94355858,0.485541126,0.621112386,1.190169509,0.577876243,1.103334522,0.637590808,0.526747504,231,123.75,59.08,73.56276161
square,0.774637319,82.61,0.707853927,72.74031261,84.9,119.94,46.39,60.55015352,0.913787536,0.973027091,0.499300398,0.707853927,1.124682242,0.561554291,1.047639577,0.5883065,0.542789394,92.91,48.6,25.18,77.19346408
square,0.854819549,539.02,0.792784674,65.93786594,580.58,732.33,303.04,53.46714191,0.927429274,0.928416411,0.484081724,0.792784674,1.161385477,0.562205484,1.028907075,0.5784572,0.514783527,626.01,311.8,156,75.89580813
square,0.799290462,164.98,0.719243159,70.66151786,176.38,245.23,91.66,60.75069117,0.899852048,0.935366822,0.467629203,0.719243159,1.188083404,0.555582495,1.106262274,0.614619954,0.507636919,196.01,101.4,46.53,71.10230741
square,0.807198134,190,0.720479876,68.40383315,194.58,270.07,108.02,56.45132567,0.892568807,0.976462124,0.495504587,0.720479876,1.147368421,0.568526316,1.040177745,0.591368421,0.527772635,218,112.36,57.01,75.45608143
square,0.817969491,97.02,0.785052186,69.388639,107.56,137.01,56.01,56.08046277,0.959757295,0.902008181,0.499776925,0.785052186,1.155122655,0.577303649,1.064809855,0.614718615,0.518121764,112.07,59.64,29.02,74.8205692
square,0.794662206,179.04,0.744173668,67.327239,195.74,263.03,102.02,53.78048195,0.93646541,0.914682742,0.488087264,0.744173668,1.167448615,0.569816801,1.033522839,0.588918677,0.529405999,209.02,105.44,54.01,74.10914086
square,0.790092462,112,0.735227481,66.95266663,120.07,163.31,64.01,52.30319908,0.930558785,0.932789206,0.496086182,0.735227481,1.152053571,0.571517857,1.000937354,0.572053571,0.515856897,129.03,64.07,33.02,77.29597639
square,0.806286321,114.04,0.726176342,73.6707113,116.21,160.03,68.03,57.96207347,0.900643261,0.981326908,0.527241727,0.726176342,1.131445107,0.596545072,0.942819344,0.562434234,0.5146259,129.03,64.14,35.01,76.32869287
square,0.797871622,209.04,0.718648649,73.15579829,212.72,296,121.02,59.93712892,0.900707118,0.982700263,0.512427489,0.718648649,1.129783773,0.578932262,1.033135019,0.598115193,0.520657743,236.17,125.03,63.01,74.89005065
square,0.780056444,180.27,0.691251176,73.36992297,183.7,265.75,104.56,60.98841799,0.88615533,0.981328253,0.504389773,0.691251176,1.149941754,0.580018861,1.140493497,0.661507738,0.519701607,207.3,119.25,54.34,74.21493755
square,0.76162031,141.17,0.671504573,65.18397986,143.89,214.28,80.1,52.19635689,0.881678922,0.981096671,0.490808824,0.671504573,1.156052986,0.567401006,1.071161049,0.607777856,0.525717853,163.2,85.8,42.11,77.10959388
square,0.709915768,122.26,0.658243436,66.44681102,133.63,203.01,73.17,49.1023862,0.927213433,0.914914316,0.507701915,0.658243436,1.17879928,0.598478652,0.950252836,0.568706036,0.53368867,144.12,69.53,39.05,72.49004866
square,0.777145282,560.29,0.691121875,70.55000226,586.41,848.49,324.75,57.33933563,0.889308462,0.955457786,0.492493176,0.691121875,1.176890539,0.579610559,1.066358737,0.618072784,0.515165512,659.4,346.3,167.3,73.44973612
square,0.779571241,217.19,0.696420736,75.18803414,222.2,319.06,125.06,61.81098817,0.893338158,0.977452745,0.502794195,0.696420736,1.145218472,0.575809199,1.075723653,0.619411575,0.512314089,248.73,134.53,64.07,75.61098237
square,0.812446892,212.04,0.733625642,71.66807358,215.84,294.21,122,60.46491028,0.902982889,0.982394366,0.510396185,0.733625642,1.127287304,0.575363139,1.015491803,0.584276552,0.51647541,239.03,123.89,63.01,77.61010855
square,0.857348573,82.15,0.756097561,68.13519272,84.01,111.11,46.17,56.19479568,0.881902163,0.977859779,0.484673525,0.756097561,1.159586123,0.562020694,1.022308859,0.574558734,0.521550791,95.26,47.2,24.08,74.475889
square,0.785629254,528.03,0.714370746,72.11668672,552.08,772.82,304.66,59.25651588,0.909297538,0.956437473,0.501787038,0.714370746,1.149839971,0.576974793,1.042046872,0.601234778,0.517101031,607.15,317.47,157.54,76.2797838
square,0.807574068,208.01,0.747272052,69.93758014,221.2,296.01,117,57.59624751,0.925329429,0.940370705,0.489437356,0.747272052,1.149223595,0.562472958,1.057350427,0.594731023,0.521452991,239.05,123.71,61.01,76.27271064
square,0.814662556,61.13,0.725819345,75.30644099,63.56,87.57,33.06,64.08575421,0.890944772,0.961768408,0.463414634,0.725819345,1.167021103,0.540814657,1.183303085,0.639947653,0.515124017,71.34,39.12,17.03,72.4806592
square,0.800991755,348.63,0.718723862,75.21445708,360.9,502.14,198.31,63.92821033,0.897292459,0.966001663,0.493050894,0.718723862,1.15368729,0.56882655,1.110130604,0.631471761,0.519792244,402.21,220.15,103.08,73.90975602
square,0.786857002,112.87,0.71326606,65.70139636,115.92,162.52,65.49,51.47616613,0.90647482,0.973688751,0.512120738,0.71326606,1.13298485,0.580225038,0.983050847,0.570390715,0.522675218,127.88,64.38,34.23,76.55415198
square,0.836064196,174.03,0.809805899,69.20629667,192.75,238.02,99.01,57.77355582,0.968592965,0.902879377,0.497537688,0.809805899,1.143481009,0.568924898,1.101706898,0.626788485,0.525300475,199,109.08,52.01,75.46554492
square,0.82674933,221.01,0.711196959,74.20146159,228.28,320.98,122,62.46177585,0.860232882,0.968153145,0.459735464,0.711196959,1.2007149,0.552011221,1.159918033,0.64028777,0.516639344,265.37,141.51,63.03,72.19313851
square,0.778207725,183.17,0.709026472,67.41766043,196.06,276.52,107.07,52.37409074,0.911101817,0.93425482,0.497560296,0.709026472,1.174810286,0.584538953,1.082843,0.632963913,0.514056225,215.19,115.94,55.04,75.43088042
square,0.819303495,220.66,0.766433264,63.7658901,248.47,324.19,121.41,52.02408807,0.935469297,0.888075019,0.457098754,0.766433264,1.203707061,0.550212997,1.052466848,0.579080939,0.513054938,265.61,127.78,62.29,72.28552895
square,0.758735632,113.02,0.703045977,67.34056566,122.33,174,66.01,52.17205588,0.92660203,0.923894384,0.5,0.703045977,1.168111839,0.584055919,1.078927435,0.630153955,0.515073474,132.02,71.22,34,75.46064142
square,0.84858708,225.14,0.765649008,64.50817256,229.22,299.38,128.06,51.53725892,0.902263334,0.982200506,0.504074001,0.765649008,1.12840899,0.568801635,0.979462752,0.557120014,0.515461502,254.05,125.43,66.01,77.03019986
square,0.826283851,157.04,0.766461371,67.29004875,169.25,220.82,88.57,55.990216,0.92760057,0.927858198,0.485421462,0.766461371,1.161869587,0.563996434,1.05972677,0.597682119,0.512588913,182.46,93.86,45.4,72.35042183
square,0.756261454,117.07,0.692064197,72.15110544,124.62,180.07,67.03,59.93038917,0.915112351,0.939415824,0.492216184,0.692064197,1.163235671,0.572563424,1.051618678,0.602118391,0.523049381,136.18,70.49,35.06,74.52474491
square,0.840659341,258.12,0.803406593,70.01689348,292.44,364,144.17,57.36906153,0.955686275,0.882642593,0.471143791,0.803406593,1.185495119,0.558538664,1.144829021,0.639431272,0.534507873,306,165.05,77.06,73.68614757
square,0.787556236,286.57,0.685520152,59.45959828,295.61,431.22,158.32,47.6001339,0.870439622,0.969419167,0.466181797,0.685520152,1.185085668,0.552465366,1.065310763,0.588547301,0.526654876,339.61,168.66,83.38,72.37770277
square,0.754896627,196.06,0.691138466,70.53230943,203.25,294.08,115.11,55.73082955,0.915540541,0.964624846,0.518513514,0.691138466,1.132306437,0.587116189,0.879506559,0.516372539,0.51281383,222,101.24,59.03,79.16436434
square,0.810415142,266.05,0.764247621,64.66230946,292.34,382.52,154.01,49.38900057,0.943032258,0.910070466,0.496806452,0.764247621,1.165194512,0.578876151,1,0.578876151,0.525939874,310,154.01,81,75.43378095
square,0.819672131,129.1,0.763989071,73.68614757,139.81,183,75.06,61.88679112,0.932066667,0.923396037,0.5004,0.763989071,1.161890008,0.58140976,1.102584599,0.641053447,0.506261657,150,82.76,38,74.06811378
square,0.817705854,91.02,0.729176583,74.715574,91.92,126.06,52.04,61.79993554,0.891734575,0.990208877,0.504850601,0.729176583,1.132498352,0.571742474,0.998654881,0.570973412,0.538431975,103.08,51.97,28.02,76.8905117
square,0.816167419,104.31,0.769046642,74.11075233,112.45,146.22,59.08,60.5171153,0.942265795,0.927612272,0.495056142,0.769046642,1.144089733,0.566388649,1.004739336,0.569072956,0.508970887,119.34,59.36,30.07,75.89253253
square,0.757804567,253.18,0.692790377,69.73255593,266.08,384.07,145.83,57.28066613,0.914207181,0.95151834,0.50104793,0.692790377,1.149577376,0.575993364,1.067475828,0.614858994,0.521977645,291.05,155.67,76.12,75.81846294
square,0.776994872,180.71,0.707713875,70.67288367,191.84,271.07,104.75,58.20506133,0.910834679,0.941982902,0.497341183,0.707713875,1.165513807,0.579658016,1.018424821,0.590338111,0.517708831,210.62,106.68,54.23,72.81192085
square,0.825477187,462.5,0.728452901,70.41700915,482.01,661.69,252.41,59.46749201,0.882462789,0.959523661,0.462111642,0.728452901,1.180994595,0.545751351,1.08157363,0.59027027,0.51135058,546.21,273,129.07,71.68350471
square,0.778032037,216.59,0.697360364,78.88366252,216.37,310.27,127.48,66.78469055,0.896313173,1.001016777,0.528086164,0.697360364,1.114548225,0.588577497,0.989802322,0.582575373,0.512864763,241.4,126.18,65.38,77.47687809
square,0.861827096,311.16,0.766734625,66.82388282,315.91,412.02,175.07,53.98038353,0.889661776,0.984964072,0.493029936,0.766734625,1.141181386,0.562636586,1.023876164,0.576070189,0.514194322,355.09,179.25,90.02,77.52024608
square,0.785357225,91.14,0.714527417,68.38987522,92.91,130.03,54.08,53.8178333,0.909811986,0.980949306,0.529573051,0.714527417,1.120473996,0.593372833,1.002218935,0.594689489,0.537536982,102.12,54.2,29.07,78.44746749
square,0.763163574,178.14,0.7034959,67.28089404,195.6,278.04,101.12,55.00301515,0.921815354,0.910736196,0.476554032,0.7034959,1.191141799,0.567643427,1.076048259,0.610811721,0.534810127,212.19,108.81,54.08,71.34889797
square,0.792362929,209.02,0.750822092,70.52068893,223.76,298.02,123.04,57.4975222,0.947573473,0.934125849,0.521046837,0.750822092,1.129748349,0.588651804,1.057217165,0.622332791,0.528852406,236.14,130.08,65.07,76.74858114
square,0.756242387,130.06,0.734267154,64.15993058,144.68,197.04,76.06,50.9618101,0.970941548,0.898949406,0.510435541,0.734267154,1.145701984,0.584807012,1.049303182,0.613639859,0.512884565,149.01,79.81,39.01,75.19473185
square,0.814282696,133.14,0.771445172,69.56635365,146.05,189.32,77.1,55.95017836,0.94739232,0.911605615,0.500129735,0.771445172,1.157878924,0.57908968,1.040985733,0.602824095,0.532425422,154.16,80.26,41.05,76.85138854
square,0.828215584,294.21,0.744399135,69.70076816,303.03,407.08,165.15,57.72439357,0.898798754,0.970893971,0.489841317,0.744399135,1.145950172,0.561333741,1.000908265,0.561843581,0.521041477,337.15,165.3,86.05,75.77151954
square,0.783507876,148.49,0.687362492,72.12005452,156.21,227.26,83.73,58.80504162,0.877288554,0.950579348,0.470234752,0.687362492,1.199137989,0.563876355,1.018511883,0.574314769,0.518571599,178.06,85.28,43.42,71.41249526
square,0.885060868,389.49,0.80299807,84.56883775,407.65,507.66,221.18,71.95456261,0.907280052,0.955451981,0.492265919,0.80299807,1.153585458,0.567870805,1.010805679,0.574007035,0.518853423,449.31,223.57,114.76,74.89106559
square,0.763843015,137.13,0.709296678,70.99782606,146.03,205.88,82.05,57.48867551,0.928589597,0.939053619,0.521747425,0.709296678,1.146795012,0.598337344,0.959293114,0.573980894,0.512492383,157.26,78.71,42.05,75.7553124
square,0.807744148,708.13,0.740540326,65.5128641,747.22,1009.02,405.03,51.85301944,0.916800609,0.94768609,0.496951032,0.740540326,1.150960982,0.571971248,0.979853344,0.56044794,0.513961929,815.03,396.87,208.17,75.99848256
square,0.777035387,110.32,0.685845088,72.4702761,110.86,161.64,62.65,58.75242769,0.882643312,0.995128992,0.498805732,0.685845088,1.138506164,0.567893401,0.929928172,0.528100073,0.516999202,125.6,58.26,32.39,77.26131858
square,0.789687384,259.41,0.703173929,76.02696044,264.97,376.82,148.86,63.95603546,0.890445945,0.979016492,0.500252042,0.703173929,1.147103042,0.573840638,1.00987505,0.579507344,0.521631063,297.57,150.33,77.65,74.12508459
square,0.811764706,117.02,0.71,73.71757399,120.7,170,65.03,62.38620651,0.874637681,0.969511185,0.471231884,0.71,1.179285592,0.555716971,1.107335076,0.615364895,0.52298939,138,72.01,34.01,72.13763204
square,0.751858074,226.01,0.681778056,68.49701442,239.42,351.17,131,54.8552927,0.906790895,0.943989642,0.49615574,0.681778056,1.168222645,0.579620371,1.069160305,0.619707093,0.511450382,264.03,140.06,67,73.7363993
square,0.824084684,124.06,0.791509794,67.94754946,145.06,183.27,67.07,56.56098065,0.96047143,0.855232318,0.444083957,0.791509794,1.217394809,0.540625504,1.122558521,0.606883766,0.522737438,151.03,75.29,35.06,69.07027745
square,0.796504999,264.15,0.699398054,74.0558979,263.75,377.11,153.05,60.84597324,0.878083697,1.001516588,0.509538236,0.699398054,1.137119061,0.579405641,1.016334531,0.58886996,0.522835675,300.37,155.55,80.02,75.24893673
square,0.812211702,57.71,0.73197378,70.04620078,60.3,82.38,32.39,56.51980619,0.901210581,0.957048093,0.484083097,0.73197378,1.159417779,0.561254549,1.106823094,0.621209496,0.532880519,66.91,35.85,17.26,75.83294448
square,0.762304481,141.29,0.673225999,65.37213089,146.77,218.01,82.22,50.9239001,0.883145797,0.962662669,0.494734942,0.673225999,1.176233279,0.581923703,0.995378253,0.579234199,0.523595232,166.19,81.84,43.05,74.14899928
square,0.773599479,270.22,0.714247785,73.34422872,295.92,414.31,157.16,59.49914426,0.923278525,0.913152203,0.490343515,0.714247785,1.186107616,0.581600178,1.036077882,0.60258308,0.522715704,320.51,162.83,82.15,71.29200366
square,0.760925137,107,0.694096166,66.97402016,114.04,164.3,61,54.31494116,0.912174052,0.938267275,0.487921932,0.694096166,1.168411215,0.570093458,1.046065574,0.59635514,0.524918033,125.02,63.81,32.02,73.56262962
square,0.852095601,738,0.788460587,63.43494882,796.7,1010.45,407,52.80458275,0.925319396,0.926321074,0.472706156,0.788460587,1.166666667,0.551490515,1.125626536,0.620772358,0.523341523,861,458.13,213,74.09037229
square,0.799904031,85,0.733045425,72.28134278,91.66,125.04,49,59.48404298,0.916416717,0.92734017,0.48990202,0.733045425,1.176705882,0.576470588,1.081632653,0.623529412,0.510612245,100.02,53,25.02,71.75150819
square,0.824781765,147.03,0.756935015,67.40314599,156.08,206.2,83.01,54.92432005,0.917739754,0.942016914,0.488093138,0.756935015,1.156702714,0.564578657,1.029273581,0.581105897,0.53005662,170.07,85.44,44,75.73928842
square,0.745636333,77.03,0.688866294,70.59402925,81.3,118.02,45.04,56.2937518,0.923863636,0.947478475,0.511818182,0.688866294,1.142412047,0.584707257,1.10857016,0.648189017,0.511101243,88,49.93,23.02,76.50426672
square,0.818534961,256,0.774861265,66.74032919,279.26,360.4,147,52.76840276,0.946644068,0.916708444,0.498305085,0.774861265,1.15234375,0.57421875,1.032176871,0.592695313,0.530680272,295,151.73,78.01,75.4506594
square,0.761015038,173.28,0.710150376,65.90580659,188.9,266,99.61,51.9353447,0.933162081,0.917310746,0.492071333,0.710150376,1.168224838,0.574849954,1.029916675,0.592047553,0.514406184,202.43,102.59,51.24,72.69947281
square,0.787619179,147.01,0.738105108,68.49856568,160.25,217.11,85.01,54.64895275,0.937134503,0.917379095,0.497134503,0.738105108,1.163186178,0.578259982,1.001646865,0.579212298,0.517586166,171,85.15,44,74.0546041
square,0.761734199,91.02,0.675695844,71.7616054,90.55,134.01,52.01,58.96430559,0.887049373,1.005190502,0.509502351,0.675695844,1.121511756,0.571412876,1.019034801,0.582289607,0.499903865,102.08,53,26,77.26278042
square,0.774426424,67.36,0.689477848,63.77950692,69.72,101.12,38.21,48.83919702,0.890307751,0.966150316,0.487932576,0.689477848,1.162559382,0.567250594,1.054959435,0.598426366,0.523946611,78.31,40.31,20.02,74.08751109
square,0.803998973,214.46,0.723506002,68.59127123,225.43,311.58,120.27,56.53175075,0.899884236,0.951337444,0.480100595,0.723506002,1.168096615,0.56080388,1.009395527,0.566072927,0.517169702,250.51,121.4,62.2,75.38400178
square,0.794307165,233.85,0.732856467,70.1044691,247.94,338.32,136.34,57.92310807,0.922636103,0.943171735,0.507349384,0.732856467,1.149155442,0.583023306,1.067918439,0.622621338,0.519510048,268.73,145.6,70.83,74.238908
square,0.795898697,203.02,0.725471949,74.03087111,218.28,300.88,113,62.10845595,0.911512924,0.930089793,0.471875391,0.725471949,1.179538962,0.556595409,1.193185841,0.664121761,0.522212389,239.47,134.83,59.01,72.37249749
square,0.899869812,201.02,0.844616327,72.60290467,220.58,261.16,112.02,60.60171528,0.938598358,0.911324689,0.476660568,0.844616327,1.169087653,0.557257984,1.066059632,0.594070242,0.517853955,235.01,119.42,58.01,72.96204351
square,0.779517898,191.02,0.705470554,69.60436765,195.5,277.12,111,58.16202744,0.905008795,0.977084399,0.513841311,0.705470554,1.130876348,0.581090985,1.021351351,0.593498063,0.522522523,216.02,113.37,58,78.48770774
square,0.780642963,178.18,0.729864819,72.39033325,192.75,264.09,101.04,61.18157739,0.934953434,0.924409857,0.490104773,0.729864819,1.157032215,0.567067011,1.035827395,0.587383545,0.524643705,206.16,104.66,53.01,75.83442091
square,0.743917558,84.01,0.659770649,67.66791053,85.15,129.06,47.01,55.15327792,0.886886783,0.986611861,0.489636496,0.659770649,1.142840138,0.559576241,1.0914699,0.610760624,0.531801744,96.01,51.31,25,77.60219266
square,0.768187223,126.06,0.727164631,68.86113976,134.54,185.02,74.03,54.79366271,0.946598185,0.936970418,0.520861183,0.727164631,1.127478978,0.587260035,1.053761988,0.618832302,0.526948534,142.13,78.01,39.01,77.65424528
square,0.814023783,204.01,0.715671295,67.08460788,215.46,301.06,110,56.4468038,0.879177378,0.946857885,0.448851349,0.715671295,1.201264644,0.539189255,1.149909091,0.620018627,0.518272727,245.07,126.49,57.01,72.88848064
square,0.813882198,191.02,0.742354573,65.51252382,203.42,274.02,108.02,53.00983043,0.912115505,0.939042375,0.484351179,0.742354573,1.167521725,0.565490525,1.046102574,0.591561093,0.51851509,223.02,113,56.01,75.65881687
square,0.818517276,105,0.745790003,65.98279322,111.16,149.05,59,54.5186406,0.911147541,0.944584383,0.483606557,0.745790003,1.161904762,0.561904762,1.062372881,0.596952381,0.525423729,122,62.68,31,73.77038279
square,0.792207209,151.27,0.709476141,60.74305115,158.05,222.77,85.09,49.9679113,0.895568903,0.957102183,0.482150952,0.709476141,1.166655649,0.562504132,1.062757081,0.597805249,0.518274768,176.48,90.43,44.1,74.99373084
square,0.813593169,99.13,0.727723454,66.59289362,105.68,145.22,55.08,54.20203696,0.8944562,0.938020439,0.46618705,0.727723454,1.191869263,0.555634016,1.097312999,0.609704429,0.527777778,118.15,60.44,29.07,72.157745
square,0.785062812,158.4,0.724660127,68.92559537,168.44,232.44,90.8,55.05757156,0.923060061,0.940394206,0.497588777,0.724660127,1.152020202,0.573232323,0.977643172,0.560416667,0.512444934,182.48,88.77,46.53,75.23457689
square,0.80133291,86.01,0.723579816,70.20112365,91.2,126.04,49,55.9008462,0.902970297,0.943092105,0.485148515,0.723579816,1.17428206,0.569701198,1.018979592,0.580513894,0.530612245,101,49.93,26,71.68806197
square,0.786140564,235.31,0.713772524,68.10580772,246.38,345.18,134.13,55.44185147,0.907945165,0.955069405,0.494288031,0.713772524,1.153202159,0.570014024,1.055766793,0.601801878,0.522701856,271.36,141.61,70.11,76.03915853
square,0.820113738,120.02,0.756659683,67.12647403,126.4,167.05,69.03,54.71047781,0.922627737,0.949525316,0.503868613,0.756659683,1.141476421,0.575154141,1.012458351,0.582319613,0.507170795,137,69.89,35.01,78.27185758
square,0.807574171,202.02,0.7695637,72.74278063,220.48,286.5,116,60.69303946,0.952932532,0.916273585,0.501361456,0.7695637,1.145282645,0.574200574,1.116724138,0.641223641,0.517327586,231.37,129.54,60.01,76.47411332
square,0.790499195,85.15,0.731078905,69.73244422,90.8,124.2,48.09,56.59689602,0.924831941,0.93777533,0.489814626,0.731078905,1.153024075,0.564768056,1.010605115,0.570757487,0.521522146,98.18,48.6,25.08,77.03414615
